id	species	x	y
GBIF_1240	Trigonisca browni	-63.864722	-10.451667
GBIF_1241	Trigonisca browni	-61.916667	-11.566667
GBIF_1246	Trigonisca browni	-62.383333	-10.85
GBIF_1252	Trigonisca browni	-62.55	-9.333333
GBIF_1256	Trigonisca browni	-64.75	-10.55
GBIF_1259	Trigonisca browni	-62.716667	-11.933333
GBIF_1260	Trigonisca browni	-62.133333	-11.916667
GBIF_1273	Trigonisca longitarsis	-67.116167	-1.753944
GBIF_1274	Trigonisca longitarsis	-49.3553	-6.1042
GBIF_1278	Trigonisca longitarsis	-45.633333	-2.883333
GBIF_1309	Trigonisca longitarsis	-67.81	-9.974722
GBIF_1310	Trigonisca longitarsis	-61.180556	-11.685
GBIF_1315	Trigonisca longitarsis	-51.816667	-7.35
GBIF_1317	Trigonisca longitarsis	-65.583333	-1.883333
GBIF_1318	Trigonisca longitarsis	-62.578333	-11.046667
GBIF_1320	Trigonisca longitarsis	-66.602778	-9.799167
GBIF_1321	Trigonisca longitarsis	-64.126667	-10.436944
GBIF_1327	Trigonisca longitarsis	-63.864722	-10.451667
GBIF_1328	Trigonisca longitarsis	-63.928056	-10.151944
GBIF_1330	Trigonisca longitarsis	-63.656944	-10.392222
GBIF_1334	Trigonisca longitarsis	-64.566667	-10.316667
GBIF_1340	Trigonisca longitarsis	-64.95	-10.833333
GBIF_1366	Trigonisca longitarsis	-62.45	-10.866667
GBIF_1368	Trigonisca longitarsis	-60.833333	-13.233333
GBIF_1369	Trigonisca longitarsis	-62.383333	-10.866667
GBIF_1370	Trigonisca longitarsis	-61.85	-9.45
GBIF_1371	Trigonisca longitarsis	-62.583333	-9.383333
GBIF_1372	Trigonisca longitarsis	-63.533889	-8.392778
GBIF_1380	Trigonisca moratoi	-73.674444	-7.443333
GBIF_1382	Trigonisca moratoi	-68.668	-9.054
GBIF_1383	Trigonisca moratoi	-64.416667	-12.416667
GBIF_1387	Trigonisca moratoi	-63.903333	-8.762222
GBIF_1392	Trigonisca rondoni	-62.733333	-11.716667
GBIF_1393	Trigonisca rondoni	-62.716667	-11.933333
GBIF_1395	Trigonisca rondoni	-65.007783	-10.3972
GBIF_1396	Trigonisca rondoni	-60.133333	-12.733333
GBIF_1400	Trigonisca rondoni	-62.666667	-11.171389
GBIF_1401	Trigonisca rondoni	-62.841389	-11.088889
GBIF_1409	Trigonisca rondoni	-62.883333	-11.166667
GBIF_1410	Trigonisca rondoni	-64.333889	-12.434722
GBIF_1414	Trigonisca rondoni	-61.85	-9.45
GBIF_1415	Trigonisca rondoni	-62.55	-9.333333
GBIF_1420	Trigonisca rondoni	-62.583333	-9.383333
GBIF_1428	Duckeola ghilianii	-67.929944	-1.955667
GBIF_1429	Duckeola ghilianii	-67.872194	-1.886028
GBIF_1436	Duckeola ghilianii	-60.025278	-3.113333
GBIF_1441	Duckeola ghilianii	-62.933333	-7.316667
GBIF_1444	Duckeola ghilianii	-52.702778	-6.207222
GBIF_1448	Duckeola ghilianii	-66.692556	0.317028
GBIF_1450	Duckeola ghilianii	-64.783333	-0.416667
GBIF_1508	Duckeola ghilianii	-65.583333	-1.883333
GBIF_1619	Duckeola ghilianii	-56.233333	-4.433333
GBIF_1624	Duckeola ghilianii	-64.766667	-0.483333
GBIF_1626	Duckeola ghilianii	-62.204444	-1.305833
GBIF_1674	Duckeola ghilianii	-60.025	-2.034444
GBIF_1744	Duckeola ghilianii	-64.366667	-12.05
GBIF_1753	Frieseomelitta flavicornis	-67.929944	-1.955667
GBIF_1754	Frieseomelitta flavicornis	-67.872194	-1.886028
GBIF_1755	Frieseomelitta flavicornis	-66.840556	-0.218889
GBIF_1759	Frieseomelitta flavicornis	-62.768028	-11.139556
GBIF_1760	Frieseomelitta flavicornis	-37.25	-6.566667
GBIF_1765	Frieseomelitta flavicornis	-63.140194	-3.380972
GBIF_1766	Frieseomelitta flavicornis	-69.02298	-12.53714
GBIF_1768	Frieseomelitta flavicornis	-38.4192	-12.1356
GBIF_1770	Frieseomelitta flavicornis	-78.002	-1.4915
GBIF_1783	Frieseomelitta flavicornis	-51.83333	3.83333
GBIF_1791	Frieseomelitta flavicornis	-36.578	-7.068
GBIF_1813	Frieseomelitta flavicornis	-55.51729	-1.90486
GBIF_1818	Frieseomelitta flavicornis	-55.983333	-14.833333
GBIF_1827	Frieseomelitta longipes	-55.983333	-14.833333
GBIF_1828	Frieseomelitta paranigra	-54.414083	-1.760278
GBIF_1830	Frieseomelitta portoi	-65.05	-0.433333
GBIF_1832	Frieseomelitta portoi	-60.133333	-12.733333
GBIF_1835	Frieseomelitta portoi	-37.083333	-7.690833
GBIF_1837	Frieseomelitta portoi	-52.702778	-6.207222
GBIF_1838	Frieseomelitta portoi	-60.780833	-2.832778
GBIF_2070	Geotrigona aequinoctialis	-50.785556	0.519111
GBIF_2072	Geotrigona aequinoctialis	-45.766667	-7.516667
GBIF_2112	Geotrigona aequinoctialis	-39.283056	-7.033333
GBIF_2115	Geotrigona aequinoctialis	-44.302778000000004	-2.529722
GBIF_2117	Geotrigona aequinoctialis	-43.905	-3.466111
GBIF_2118	Geotrigona aequinoctialis	-45.243333	-5.505556
GBIF_2119	Geotrigona aequinoctialis	-45.481111	-7.021667
GBIF_2131	Geotrigona aequinoctialis	-40.921111	-3.854444
GBIF_2160	Geotrigona aequinoctialis	-47.616667	-1.116667
GBIF_2513	Geotrigona mattogrossensis	-62.443833	-10.7804
GBIF_2514	Geotrigona mattogrossensis	-62.768028	-11.139556
GBIF_2517	Geotrigona mattogrossensis	-55.416667	-3.666667
GBIF_2567	Geotrigona mattogrossensis	-62.414444	-10.749167
GBIF_2568	Geotrigona mattogrossensis	-62.415833	-10.702778
GBIF_2571	Geotrigona mattogrossensis	-62.355556	-10.818333
GBIF_2572	Geotrigona mattogrossensis	-62.4075	-10.8075
GBIF_2577	Geotrigona mattogrossensis	-62.379167	-10.843333
GBIF_2578	Geotrigona mattogrossensis	-62.482778	-10.776944
GBIF_2580	Geotrigona mattogrossensis	-62.464722	-10.843611
GBIF_2582	Geotrigona mattogrossensis	-62.431389	-10.843611
GBIF_2585	Geotrigona mattogrossensis	-62.519444	-10.843611
GBIF_2586	Geotrigona mattogrossensis	-62.525278	-10.898333
GBIF_2594	Geotrigona mattogrossensis	-62.608611	-10.861667
GBIF_2595	Geotrigona mattogrossensis	-62.681111	-10.943611
GBIF_2596	Geotrigona mattogrossensis	-62.689722	-11.049444
GBIF_2600	Geotrigona mattogrossensis	-62.583333	-10.866667
GBIF_2608	Geotrigona mattogrossensis	-62.55	-10.816667
GBIF_2610	Geotrigona mattogrossensis	-60.85	-13.266667
GBIF_2611	Geotrigona mattogrossensis	-61.416667	-12.666667
GBIF_2615	Geotrigona mattogrossensis	-62.55	-9.333333
GBIF_2616	Geotrigona mattogrossensis	-62.316667	-10.85
GBIF_2619	Geotrigona mombuca	-52.25	-15.883333
GBIF_2642	Geotrigona mombuca	-52.24128	-15.89948
GBIF_2694	Geotrigona mombuca	-55.983333	-14.833333
GBIF_2695	Geotrigona mombuca	-50.133333	-18.833333
GBIF_2696	Geotrigona mombuca	-47.566667	-20.15
GBIF_2698	Geotrigona mombuca	-47.633333	-21.166667
GBIF_2729	Geotrigona mombuca	-46.609722	-20.718889
GBIF_2759	Geotrigona mombuca	-57.233333	-15.45
GBIF_2806	Geotrigona mombuca	-52.548889	-18.4075
GBIF_2807	Geotrigona mombuca	-48.277222	-18.918611
GBIF_2814	Geotrigona mombuca	-47.366667	-8.483333
GBIF_2833	Geotrigona mombuca	-45.916667	-9.116667
GBIF_2835	Geotrigona mombuca	-44.666667	-9.533333
GBIF_2838	Geotrigona mombuca	-48.133333	-10.366667
GBIF_2839	Geotrigona mombuca	-45.303889	-9.753889
GBIF_2841	Geotrigona mombuca	-46.466667	-12.633333
GBIF_2844	Geotrigona mombuca	-46.366667	-12.533333
GBIF_2845	Geotrigona mombuca	-46.783333	-10.933333
GBIF_2846	Geotrigona mombuca	-44.666667	-14.133333
GBIF_2865	Geotrigona mombuca	-48.459722	-14.473889
GBIF_2866	Geotrigona mombuca	-45.083333	-16.366667
GBIF_2867	Geotrigona mombuca	-47.183333	-22.633333
GBIF_2868	Geotrigona mombuca	-55.75	-15.433056
GBIF_2872	Lestrimelitta glabrata	-71.231944	-12.656111
GBIF_2894	Lestrimelitta glabrata	-76.459722	-0.470556
GBIF_2895	Lestrimelitta glabrata	-59.873889	8.151944
GBIF_2896	Lestrimelitta glabrata	-64.083056	-0.316667
GBIF_2952	Lestrimelitta glabrata	-61.241667	1.45
GBIF_3013	Lestrimelitta glabrata	-67.666667	-10.566667
GBIF_3023	Lestrimelitta limao	-47.847824	-15.673126
GBIF_3024	Lestrimelitta limao	-47.750998	-15.576984
GBIF_3025	Lestrimelitta limao	-46.647382	-23.605553
GBIF_3030	Lestrimelitta limao	-44.430673	-18.753205
GBIF_3031	Lestrimelitta limao	-54.620121	-20.46971
GBIF_3032	Lestrimelitta limao	-73.282944	10.569333
GBIF_3063	Lestrimelitta limao	-47.409833	-21.048041
GBIF_3064	Lestrimelitta limao	-46.620833	-16.599722
GBIF_3065	Lestrimelitta limao	-43.5167	-15.6667
GBIF_3111	Lestrimelitta limao	-76.459722	-0.470556
GBIF_3112	Lestrimelitta limao	-49.0606	-22.3147
GBIF_3113	Lestrimelitta limao	-50.9778	-25.2131
GBIF_3133	Lestrimelitta limao	-75.331667	-10.81
GBIF_3135	Lestrimelitta limao	-47.5553	-24.7081
GBIF_3149	Lestrimelitta limao	-51.6783	-20.7511
GBIF_3152	Lestrimelitta limao	-52.383333	-27.183333
GBIF_3215	Lestrimelitta limao	-52.5103	-28.8183
GBIF_3354	Lestrimelitta limao	-44.305	-15.903333
GBIF_3386	Lestrimelitta limao	-44.391389	-15.606667
GBIF_3429	Lestrimelitta limao	-44.302778000000004	-2.529722
GBIF_3482	Lestrimelitta limao	-47.421389	-20.080556
GBIF_3487	Lestrimelitta limao	-49.6575	-14.257778
GBIF_3488	Lestrimelitta limao	-47.633333	-21.166667
GBIF_3539	Lestrimelitta limao	-47.169722	-21.282778
GBIF_3550	Lestrimelitta limao	-44.363056	-6.370833
GBIF_3553	Lestrimelitta limao	-51.1833	-29.1667
GBIF_3560	Lestrimelitta maracaia	-63.5565	-8.363528
GBIF_3562	Lestrimelitta maracaia	-59.966667	-2.933333
GBIF_3563	Lestrimelitta maracaia	-67.58	5.458333
GBIF_3653	Lestrimelitta rufipes	-71.41946	-12.89221
GBIF_3654	Lestrimelitta rufipes	-70.0902	-12.5622
GBIF_3655	Lestrimelitta rufipes	-45.991111	-16.565556
GBIF_3656	Lestrimelitta rufipes	-76.333333	-6.566667
GBIF_3657	Lestrimelitta rufipes	-56.798056	-3.651667
GBIF_3679	Lestrimelitta rufipes	-49.05	-26.933333
GBIF_3680	Lestrimelitta rufipes	-49.061417	-22.315528
GBIF_3683	Lestrimelitta rufipes	-52.383333	-27.183333
GBIF_3697	Lestrimelitta rufipes	-77.816667	-0.983333
GBIF_3698	Lestrimelitta rufipes	-56.936944	-3.400556
GBIF_3718	Lestrimelitta rufipes	-66.816667	-0.216667
GBIF_3769	Lestrimelitta rufipes	-62.716667	-1.116667
GBIF_3932	Lestrimelitta rufipes	-62.883333	-4.866667
GBIF_3988	Lestrimelitta rufipes	-63.903056	-8.761944
GBIF_3989	Lestrimelitta rufipes	-52.25	-15.883333
GBIF_4002	Lestrimelitta rufipes	-57.678889	-16.070556
GBIF_4006	Lestrimelitta rufipes	-42.256944	-14.259444
GBIF_4008	Lestrimelitta rufipes	-46.316667	-10.45
GBIF_4069	Lestrimelitta rufipes	-64.783333	-0.416667
GBIF_4070	Lestrimelitta rufipes	-46.177222	-6.963889
GBIF_4073	Lestrimelitta rufipes	-48.266667	-18.916667
GBIF_4074	Lestrimelitta rufipes	-47.333333	-15.533333
GBIF_4081	Lestrimelitta rufipes	-42.73	-17.285556
GBIF_4087	Lestrimelitta rufipes	-44.666667	-14.133333
GBIF_4106	Lestrimelitta rufipes	-44.363056	-6.370833
GBIF_4269	Leurotrigona gracilis	-62.551833	-9.335833
GBIF_4772	Leurotrigona pusilla	-67.929944	-1.955667
GBIF_4773	Leurotrigona pusilla	-67.872194	-1.886028
GBIF_4774	Leurotrigona pusilla	-59.983333	-3.066667
GBIF_4777	Leurotrigona pusilla	-60.025	-3.101944
GBIF_4800	Leurotrigona pusilla	-60.036389	-2.604722
GBIF_4801	Leurotrigona pusilla	-66.816667	-0.216667
GBIF_4865	Leurotrigona pusilla	-64.083056	-0.316667
GBIF_4871	Leurotrigona pusilla	-64.75	-0.433333
GBIF_4880	Melipona amazonica	-67.929944	-1.955667
GBIF_4881	Melipona amazonica	-49.3553	-6.1042
GBIF_4882	Melipona amazonica	-59.983333	-2.916667
GBIF_4883	Melipona amazonica	-55.51729	-1.90486
GBIF_4891	Melipona amazonica	-52.702778	-6.207222
GBIF_4895	Melipona amazonica	-62.933333	-7.316667
GBIF_4899	Melipona amazonica	-51.133333	-7.766667
GBIF_4901	Melipona amazonica	-63.903333	-8.762222
GBIF_4902	Melipona amazonica	-56.85	-1.416667
GBIF_4903	Melipona amazonica	-57.033333	-1.066667
GBIF_4925	Melipona puncticollis	-59.77	-2.45
GBIF_4927	Melipona puncticollis	-49.3553	-6.1042
GBIF_4928	Melipona puncticollis	-55.116667	-3.083333
GBIF_4969	Melipona puncticollis	-55.51729	-1.90486
GBIF_4975	Melipona puncticollis	-65.159361	7.203056
GBIF_4978	Melipona puncticollis	-48.483333	-1.45
GBIF_4985	Melipona puncticollis	-46.765556	-1.053611
GBIF_6054	Melipona interrupta	-55.116667	-3.083333
GBIF_6132	Melipona interrupta	-55.50695	-11.85812
GBIF_6135	Melipona interrupta	-60.025278	-3.113333
GBIF_6146	Melipona interrupta	-55.966667	-4.216667
GBIF_6176	Melipona interrupta	-57.966667	-2.55
GBIF_6231	Melipona interrupta	-51.835	3.843056
GBIF_6234	Melipona interrupta	-57.033333	-1.066667
GBIF_6648	Melipona bradleyi	-66.774722	0.211944
GBIF_6649	Melipona bradleyi	-66.833333	-0.216667
GBIF_6652	Melipona bradleyi	-64.75	-0.433333
GBIF_6658	Melipona bradleyi	-65.583333	-1.883333
GBIF_6671	Melipona bradleyi	-66.683333	-0.316667
GBIF_6672	Melipona bradleyi	-60.118889	-5.264722
GBIF_6675	Melipona bradleyi	-66.511111	1.501944
GBIF_6677	Melipona bradleyi	-66.000278	0.799722
GBIF_6678	Melipona bradleyi	-66.248889	0.457778
GBIF_6682	Melipona bradleyi	-61.666667	3.416667
GBIF_6684	Melipona bradleyi	-66.692556	0.317028
GBIF_6688	Melipona illustris	-67.929944	-1.955667
GBIF_6690	Melipona illustris	-64.56415	-10.3239
GBIF_6691	Melipona illustris	-59.983333	-2.916667
GBIF_6695	Melipona illustris	-62.981667	-1.570278
GBIF_6699	Melipona illustris	-51.83333	3.83333
GBIF_6702	Melipona illustris	-51.836	3.8322
GBIF_6708	Melipona illustris	-62.933333	-7.316667
GBIF_6709	Melipona illustris	-57.65475	-19.009722
GBIF_6711	Melipona illustris	-66.816667	-0.216667
GBIF_6712	Melipona illustris	-66.433333	-0.433333
GBIF_6713	Melipona illustris	-62.204444	-1.305833
GBIF_6757	Melipona illustris	-62.883333	-4.866667
GBIF_6758	Melipona illustris	-66.692556	0.317028
GBIF_6759	Melipona illustris	-65.583333	-2.683333
GBIF_6761	Melipona illustris	-65.583333	-1.883333
GBIF_6776	Melipona illustris	-64.75	-0.433333
GBIF_6785	Melipona illustris	-59.766667	-2.45
GBIF_6786	Melipona illustris	-64.366667	-12.05
GBIF_6790	Melipona brachychaeta	-63.816667	-17.816667
GBIF_6791	Melipona brachychaeta	-63.683333	-17.516667
GBIF_6809	Melipona brachychaeta	-62.557983	-9.4101
GBIF_6811	Melipona brachychaeta	-67.033333	-15.983333
GBIF_6812	Melipona brachychaeta	-55.75	-15.433333
GBIF_6813	Melipona brachychaeta	-62.116667	-10.05
GBIF_6814	Melipona brachychaeta	-60.749722	-14.521111
GBIF_6816	Melipona brachychaeta	-57.678889	-16.070556
GBIF_6820	Melipona captiosa	-75.091667	-10.571667
GBIF_6831	Melipona captiosa	-59.983333	-2.916667
GBIF_6838	Melipona captiosa	-76.397417	-0.674167
GBIF_6846	Melipona captiosa	-60.025	-3.101944
GBIF_6849	Melipona captiosa	-59.766667	-2.45
GBIF_6852	Melipona crinita	-68.5044	-10.6517
GBIF_6903	Melipona crinita	-76.459722	-0.470556
GBIF_6904	Melipona crinita	-67.816667	-9.966667
GBIF_6906	Melipona crinita	-69.05	-12.55
GBIF_6913	Melipona crinita	-78.97662	9.2981
GBIF_7033	Melipona crinita	-69.448056	-3.711111
GBIF_7034	Melipona crinita	-62.716667	-1.116667
GBIF_7085	Melipona crinita	-61.883333	-4.416667
GBIF_7122	Melipona crinita	-65.583333	-2.683333
GBIF_7255	Melipona crinita	-64.833333	-3.216667
GBIF_7300	Melipona crinita	-62.204444	-1.305833
GBIF_7388	Melipona crinita	-66.602778	-9.798889
GBIF_7389	Melipona crinita	-66.449444	-9.748889
GBIF_7390	Melipona dubia	-56.798056	-3.651667
GBIF_7394	Melipona dubia	-71.49078	-12.79958
GBIF_7395	Melipona dubia	-63.901972	-8.761833
GBIF_7396	Melipona flavolineata	-43.421918	-3.243192
GBIF_7397	Melipona flavolineata	-56.936944	-3.400556
GBIF_7398	Melipona flavolineata	-56.798056	-3.651667
GBIF_7399	Melipona flavolineata	-54.9372	-2.6364
GBIF_7401	Melipona flavolineata	-68.5044	-10.6517
GBIF_7404	Melipona flavolineata	-49.3553	-6.1042
GBIF_7406	Melipona flavolineata	-49.25	-8.25
GBIF_7407	Melipona flavolineata	-48.47061	-1.43728
GBIF_7408	Melipona flavolineata	-45.2433	-5.5056
GBIF_7438	Melipona flavolineata	-52.6273	-9.7192
GBIF_7451	Melipona flavolineata	-49.58333	-2.55
GBIF_7458	Melipona flavolineata	-50.785556	0.519111
GBIF_7470	Melipona flavolineata	-54.736556	-1.941972
GBIF_7473	Melipona flavolineata	-51.066417	0.038583
GBIF_7474	Melipona flavolineata	-52.702778	-6.207222
GBIF_7475	Melipona flavolineata	-47.621806	-1.128333
GBIF_7518	Melipona flavolineata	-48.504444	-1.455833
GBIF_7530	Melipona flavolineata	-44.302778000000004	-2.529722
GBIF_7533	Melipona flavolineata	-45.38	-3.666944
GBIF_7536	Melipona flavolineata	-47.4694	-7.3328
GBIF_7537	Melipona fulva	-55.075964	5.127508
GBIF_7540	Melipona fulva	-67.613969	-2.755489
GBIF_7541	Melipona fulva	-58.684444	4.671944
GBIF_7542	Melipona fulva	-60.016667	-2.05
GBIF_7543	Melipona fulva	-55.881667	5.226944
GBIF_7545	Melipona fulva	-55.158056	5.393333
GBIF_7546	Melipona fulva	-54.920833	5.271389
GBIF_7548	Melipona fulva	-55.378611	3.454722
GBIF_7583	Melipona fulva	-60.883333	4.216667
GBIF_7585	Melipona fulva	-59.983333	-2.916667
GBIF_7586	Melipona fulva	-59.959722	-3.078611
GBIF_7620	Melipona fulva	-60.036389	-2.604722
GBIF_7669	Melipona fulva	-51.83333	3.83333
GBIF_7699	Melipona fulva	-55.51729	-1.90486
GBIF_7747	Melipona fulva	-60.025	-3.101944
GBIF_7749	Melipona fulva	-51.835	3.843056
GBIF_7750	Melipona fulva	-57.033333	-1.066667
GBIF_7755	Melipona fulva	-59.966667	-2.933333
GBIF_8015	Melipona nebulosa	-51.95	-3.133333
GBIF_8057	Melipona nebulosa	-57.539722	-2.901111
GBIF_8061	Melipona nebulosa	-56.9825	-3.341111
GBIF_8063	Melipona nebulosa	-56.798056	-3.651667
GBIF_8073	Melipona nebulosa	-57.049444	-3.3025
GBIF_8088	Melipona nebulosa	-71.257778	-12.652778
GBIF_8089	Melipona nebulosa	-71.091667	-12.42
GBIF_8090	Melipona nebulosa	-71.283333	-11.944722
GBIF_8100	Melipona nebulosa	-55.748611	-26.320833
GBIF_8103	Melipona nebulosa	-72.891667	-8.558333
GBIF_8104	Melipona nebulosa	-73.774444	-7.458889
GBIF_8108	Melipona nebulosa	-73.276667	-7.556667
GBIF_8117	Melipona nebulosa	-67.866667	-9.95
GBIF_8119	Melipona nebulosa	-72.512667	-9.171611
GBIF_8134	Melipona nebulosa	-47.35	-2.916667
GBIF_8140	Melipona nebulosa	-76.64	-9.02
GBIF_8145	Melipona nebulosa	-57.65	-6.266667
GBIF_8147	Melipona nebulosa	-67.1675	-5.091944
GBIF_8339	Melipona nebulosa	-56.233333	-4.433333
GBIF_8340	Melipona nebulosa	-57.103889	-3.250833
GBIF_8363	Melipona nebulosa	-60.45	-3.45
GBIF_10098	Melipona titania	-73.419756	-3.969558
GBIF_10099	Melipona titania	-77.425773	-0.591619
GBIF_10100	Melipona titania	-71.41928	-12.89233
GBIF_10101	Melipona titania	-73.541944	-2.811111
GBIF_10102	Melipona titania	-68.166667	-15.25
GBIF_10104	Melipona titania	-75.225	-10.948889
GBIF_10105	Melipona titania	-73.246944	-3.748056
GBIF_10106	Melipona titania	-77.816667	-0.983333
GBIF_10107	Melipona titania	-77.383333	0.044444
GBIF_10108	Melipona titania	-76.397417	-0.674167
GBIF_10555	Nannotrigona punctata	-36.7744	-6.5844
GBIF_10570	Nannotrigona punctata	-34.881100000000004	-8.0539
GBIF_10640	Nannotrigona punctata	-41.5589	-12.5289
GBIF_10641	Nannotrigona punctata	-38.6786	-12.8883
GBIF_10644	Nannotrigona punctata	-38.8847	-4.3286
GBIF_10658	Nannotrigona punctata	-51.83333	3.83333
GBIF_10681	Nannotrigona punctata	-48.47061	-1.43728
GBIF_10687	Nannotrigona punctata	-48.371944	-1.365833
GBIF_10689	Nannotrigona punctata	-52.702778	-6.207222
GBIF_10693	Nannotrigona punctata	-48.476111	-1.379167
GBIF_10700	Nannotrigona punctata	-71.531111	8.448056
GBIF_10705	Nannotrigona punctata	-70.207222	8.629167
GBIF_10708	Nannotrigona schultzei	-71.41917	-12.8925
GBIF_10714	Nannotrigona schultzei	-71.091667	-12.42
GBIF_10717	Nannotrigona schultzei	-71.257778	-12.652778
GBIF_10743	Nannotrigona schultzei	-71.283333	-11.944722
GBIF_10744	Nannotrigona schultzei	-61.857417	-9.449133
GBIF_10753	Nannotrigona schultzei	-70.016667	-3.683333
GBIF_10754	Nannotrigona schultzei	-55.387246	3.418476
GBIF_10756	Nannotrigona schultzei	-66.300683	-14.640067
GBIF_10758	Nannotrigona schultzei	-59.959722	-3.078611
GBIF_10759	Nannotrigona schultzei	-60.133333	-12.733333
GBIF_10768	Nannotrigona schultzei	-50.785556	0.519111
GBIF_10783	Nannotrigona schultzei	-70.396111	-13.063889
GBIF_10784	Nannotrigona schultzei	-52.702778	-6.207222
GBIF_10789	Nannotrigona schultzei	-64.7115	-3.354444
GBIF_10790	Nannotrigona schultzei	-58.433333	-3.05
GBIF_10791	Nannotrigona schultzei	-47.621806	-1.128333
GBIF_10792	Nannotrigona schultzei	-67.033333	-15.983333
GBIF_10793	Nannotrigona schultzei	-66.248889	0.457778
GBIF_10795	Nannotrigona schultzei	-67.75	4.333333
GBIF_10805	Nogueirapis batistai	-65.975	0.78
GBIF_10810	Nogueirapis batistai	-65.936	0.665
GBIF_10812	Nogueirapis batistai	-65.49	0.498
GBIF_10813	Nogueirapis batistai	-65.496	0.489
GBIF_10814	Nogueirapis batistai	-61.133333	4.416667
GBIF_10815	Nogueirapis butteli	-67.929944	-1.955667
GBIF_10854	Nogueirapis butteli	-76.116667	-2.583333
GBIF_10870	Nogueirapis butteli	-67.7994	-2.8628
GBIF_10937	Nogueirapis butteli	-69.448056	-3.711111
GBIF_10939	Nogueirapis butteli	-69.938056	-4.2525
GBIF_10940	Nogueirapis butteli	-65.583333	-1.883333
GBIF_11060	Nogueirapis butteli	-65.099444	-0.579167
GBIF_11116	Nogueirapis butteli	-66.816667	-0.216667
GBIF_11250	Nogueirapis butteli	-66.433333	-0.433333
GBIF_11256	Nogueirapis butteli	-62.716667	-1.116667
GBIF_11323	Nogueirapis butteli	-64.783333	-0.416667
GBIF_11480	Nogueirapis butteli	-65.583333	-2.683333
GBIF_11589	Nogueirapis minor	-62.981667	-1.570278
GBIF_11590	Nogueirapis minor	-67.929944	-1.955667
